date,value,anomaly
2019-10-28 00:00:00+00:00,1101.0,0
2019-10-29 00:00:00+00:00,1501.0,0
2019-10-30 00:00:00+00:00,2801.0,0
2019-10-31 00:00:00+00:00,2901.0,0
2019-11-01 00:00:00+00:00,2401.0,0
2019-11-04 00:00:00+00:00,1451.0,0
2019-11-05 00:00:00+00:00,1201.0,0
2019-11-06 00:00:00+00:00,1098.426291756606,0
2019-11-07 00:00:00+00:00,1502.8025118353846,0
2019-11-08 00:00:00+00:00,2802.1850527337238,0
2019-11-11 00:00:00+00:00,2902.143478098271,0
2019-11-12 00:00:00+00:00,2400.074669222073,0
2019-11-13 00:00:00+00:00,1447.3034083661364,0
2019-11-14 00:00:00+00:00,1197.9022872204484,0
2019-11-15 00:00:00+00:00,1104.9285086751809,0
2019-11-18 00:00:00+00:00,1498.589627329431,0
2019-11-19 00:00:00+00:00,2802.9709756329216,0
2019-11-20 00:00:00+00:00,2901.2072655026564,0
2019-11-21 00:00:00+00:00,2403.0150410684682,0
2019-11-22 00:00:00+00:00,1455.904912022536,0
2019-11-25 00:00:00+00:00,1206.1818675102447,0
2019-11-26 00:00:00+00:00,1098.9961578116925,0
2019-11-27 00:00:00+00:00,1499.0296100033802,0
2019-11-28 00:00:00+00:00,2794.4212687601007,0
2019-11-29 00:00:00+00:00,2900.281091114085,0
2019-12-02 00:00:00+00:00,2401.418321158948,0
2019-12-03 00:00:00+00:00,1452.1925444669946,0
2019-12-04 00:00:00+00:00,1210.3193086699132,0
2019-12-05 00:00:00+00:00,1096.1392647410196,0
2019-12-06 00:00:00+00:00,1503.5861615070098,0
2019-12-09 00:00:00+00:00,2806.688122220271,0
2019-12-10 00:00:00+00:00,2906.7472540011263,0
2019-12-11 00:00:00+00:00,2407.763881459553,0
2019-12-12 00:00:00+00:00,1456.7859017435644,0
2019-12-13 00:00:00+00:00,1203.594050547479,0
2019-12-16 00:00:00+00:00,1092.798722487113,0
2019-12-17 00:00:00+00:00,1492.485580128723,0
2019-12-18 00:00:00+00:00,2797.945493536364,0
2019-12-19 00:00:00+00:00,2908.265421540227,0
2019-12-20 00:00:00+00:00,2403.5777255646035,0
2019-12-23 00:00:00+00:00,1446.9722124199338,0
2019-12-24 00:00:00+00:00,1208.1178320921683,0
2019-12-25 00:00:00+00:00,1095.090435066637,0
2019-12-26 00:00:00+00:00,1496.8527534980933,0
2019-12-27 00:00:00+00:00,2801.149473305041,0
2019-12-30 00:00:00+00:00,2897.818617489847,0
2019-12-31 00:00:00+00:00,2392.136652953053,0
2020-01-01 00:00:00+00:00,1444.3523343791974,0
2020-01-02 00:00:00+00:00,1196.1480390685153,0
2020-01-03 00:00:00+00:00,1106.0601074465935,0
2020-01-06 00:00:00+00:00,1502.7398786568267,0
2020-01-07 00:00:00+00:00,2800.278956183139,0
2020-01-08 00:00:00+00:00,2906.1403290975304,0
2020-01-09 00:00:00+00:00,2400.1724418160143,0
2020-01-10 00:00:00+00:00,1449.9228937653652,0
2020-01-13 00:00:00+00:00,1202.162881872834,0
2020-01-14 00:00:00+00:00,1100.4279521381313,0
2020-01-15 00:00:00+00:00,1495.5640674733786,0
2020-01-16 00:00:00+00:00,2800.925175518521,0
2020-01-17 00:00:00+00:00,2905.5161704151988,0
2020-01-20 00:00:00+00:00,2407.727596241691,0
2020-01-21 00:00:00+00:00,1450.2289262914042,0
2020-01-22 00:00:00+00:00,1196.10658593047,0
2020-01-23 00:00:00+00:00,1100.6522435637112,0
2020-01-24 00:00:00+00:00,1502.1713574905152,0
2020-01-27 00:00:00+00:00,2803.9467924767987,0
2020-01-28 00:00:00+00:00,2897.299218774431,0
2020-01-29 00:00:00+00:00,2397.170126304003,0
2020-01-30 00:00:00+00:00,1453.3792126412588,0
2020-01-31 00:00:00+00:00,1210.705590553014,0
2020-02-03 00:00:00+00:00,1104.9178494577181,0
2020-02-04 00:00:00+00:00,1498.1621784133515,0
2020-02-05 00:00:00+00:00,2796.485908054995,0
2020-02-06 00:00:00+00:00,2889.71912428674,0
2020-02-07 00:00:00+00:00,2400.158697880139,0
2020-02-10 00:00:00+00:00,1447.5290573210384,0
2020-02-11 00:00:00+00:00,1193.4276532237939,0
2020-02-12 00:00:00+00:00,1103.4935487071143,0
2020-02-13 00:00:00+00:00,1497.0756522598465,0
2020-02-14 00:00:00+00:00,2795.959807733226,0
2020-02-17 00:00:00+00:00,2907.0348091381225,0
2020-02-18 00:00:00+00:00,2399.4771876691793,0
2020-02-19 00:00:00+00:00,1453.0030471915875,0
2020-02-20 00:00:00+00:00,1210.0172841058964,0
2020-02-21 00:00:00+00:00,1098.928947079389,0
2020-02-24 00:00:00+00:00,1497.4582895655085,0
2020-02-25 00:00:00+00:00,2806.320648778672,0
2020-02-26 00:00:00+00:00,2900.6823543987707,0
2020-02-27 00:00:00+00:00,2405.9902745345403,0
2020-02-28 00:00:00+00:00,1455.1751390220345,0
2020-03-02 00:00:00+00:00,1196.7324327317972,0
2020-03-03 00:00:00+00:00,1101.4836730094735,0
2020-03-04 00:00:00+00:00,1500.724118398545,0
2020-03-05 00:00:00+00:00,2796.9688165071448,0
2020-03-06 00:00:00+00:00,2896.651223648832,0
2020-03-09 00:00:00+00:00,2404.501424710107,0
2020-03-10 00:00:00+00:00,1456.4008949423371,0
2020-03-11 00:00:00+00:00,1196.2915783955964,0
2020-03-12 00:00:00+00:00,1109.4951842337866,0
2020-03-13 00:00:00+00:00,1508.3265626738587,0
2020-03-16 00:00:00+00:00,2803.8951837368822,0
2020-03-17 00:00:00+00:00,2893.802030123393,0
2020-03-18 00:00:00+00:00,2405.9579952576137,0
2020-03-19 00:00:00+00:00,1451.118500176784,0
2020-03-20 00:00:00+00:00,1209.504545075901,0
2020-03-23 00:00:00+00:00,1095.4089465185557,0
2020-03-24 00:00:00+00:00,1495.9802997382026,0
2020-03-25 00:00:00+00:00,2798.352914157735,0
2020-03-26 00:00:00+00:00,2899.9514946099034,0
2020-03-27 00:00:00+00:00,2393.7015493584604,0
2020-03-29 00:00:00+00:00,1447.1957127672213,0
2020-03-30 00:00:00+00:00,1199.8122972381088,0
2020-03-31 00:00:00+00:00,1098.2379454573413,0
2020-04-01 00:00:00+00:00,1497.227835759465,0
2020-04-02 00:00:00+00:00,2793.130575297251,0
2020-04-05 00:00:00+00:00,2907.120600342826,0
2020-04-06 00:00:00+00:00,175.07938601285102,1
2020-04-07 00:00:00+00:00,1448.2643766443066,0
2020-04-08 00:00:00+00:00,1206.453686023829,0
2020-04-09 00:00:00+00:00,1105.964125117154,0
2020-04-12 00:00:00+00:00,1498.2478328714526,0
