date,value,anomaly
2018-12-31 00:00:00+00:00,1231.0,0
2019-01-01 00:00:00+00:00,1431.0,0
2019-01-02 00:00:00+00:00,1931.0,0
2019-01-03 00:00:00+00:00,3031.0,0
2019-01-04 00:00:00+00:00,1381.0,0
2019-01-07 00:00:00+00:00,1281.0,0
2019-01-08 00:00:00+00:00,1181.0,0
2019-01-09 00:00:00+00:00,1232.8597730147396,0
2019-01-10 00:00:00+00:00,1430.3102342648167,0
2019-01-11 00:00:00+00:00,1936.5975076312368,0
2019-01-14 00:00:00+00:00,3025.4835224192284,0
2019-01-15 00:00:00+00:00,1377.5720511200643,0
2019-01-16 00:00:00+00:00,1284.1248431587746,0
2019-01-17 00:00:00+00:00,1179.0723660894155,0
2019-01-18 00:00:00+00:00,1232.3346524410433,0
2019-01-21 00:00:00+00:00,1433.496904491598,0
2019-01-22 00:00:00+00:00,1934.8501630668632,0
2019-01-23 00:00:00+00:00,3032.149004143269,0
2019-01-24 00:00:00+00:00,1376.8527720888294,0
2019-01-25 00:00:00+00:00,1275.1690250036138,0
2019-01-28 00:00:00+00:00,1182.7077318958964,0
2019-01-29 00:00:00+00:00,1236.8501408677735,0
2019-01-30 00:00:00+00:00,1430.4348126666814,0
2019-01-31 00:00:00+00:00,1921.5783500139971,0
2019-02-01 00:00:00+00:00,3028.319187853475,0
2019-02-04 00:00:00+00:00,1374.9978761326615,0
2019-02-05 00:00:00+00:00,1275.6894401922964,0
2019-02-06 00:00:00+00:00,1183.7734933583672,0
2019-02-07 00:00:00+00:00,1231.447817982664,0
2019-02-08 00:00:00+00:00,1434.6840214634385,0
2019-02-11 00:00:00+00:00,1926.8345185194864,0
2019-02-12 00:00:00+00:00,3033.479390289593,0
2019-02-13 00:00:00+00:00,1379.6237998100025,0
2019-02-14 00:00:00+00:00,1284.7911648630036,0
2019-02-15 00:00:00+00:00,1179.0000199179076,0
2019-02-18 00:00:00+00:00,1233.6569980321287,0
2019-02-19 00:00:00+00:00,1437.475823699844,0
2019-02-20 00:00:00+00:00,1931.0654116335995,0
2019-02-21 00:00:00+00:00,3033.903575313499,0
2019-02-22 00:00:00+00:00,1375.1566563484218,0
2019-02-25 00:00:00+00:00,1272.2416530463256,0
2019-02-26 00:00:00+00:00,1180.3172789588941,0
2019-02-27 00:00:00+00:00,1235.6572020566834,0
2019-02-28 00:00:00+00:00,1435.1482712542931,0
2019-03-01 00:00:00+00:00,1930.2275289557285,0
2019-03-04 00:00:00+00:00,3036.9833728137883,0
2019-03-05 00:00:00+00:00,1380.2175131253714,0
2019-03-06 00:00:00+00:00,1278.2498283498228,0
2019-03-07 00:00:00+00:00,1183.002861444156,0
2019-03-08 00:00:00+00:00,1224.5188128505306,0
2019-03-11 00:00:00+00:00,1436.8602713621294,0
2019-03-12 00:00:00+00:00,1933.9711651410732,0
2019-03-13 00:00:00+00:00,3033.25492502222,0
2019-03-14 00:00:00+00:00,1379.891441034924,0
2019-03-15 00:00:00+00:00,1285.3896463505666,0
2019-03-18 00:00:00+00:00,1184.1596384089846,0
2019-03-19 00:00:00+00:00,1226.7054210928254,0
2019-03-20 00:00:00+00:00,1420.2891111093743,0
2019-03-21 00:00:00+00:00,1946.3798343707108,0
2019-03-22 00:00:00+00:00,3029.8123896621887,0
2019-03-25 00:00:00+00:00,1375.0606738273814,0
2019-03-26 00:00:00+00:00,1282.0984891430235,0
2019-03-27 00:00:00+00:00,1184.3163608935056,0
2019-03-28 00:00:00+00:00,1231.637949045159,0
2019-03-29 00:00:00+00:00,1426.5310623885835,0
2019-03-31 00:00:00+00:00,1932.5497769558986,0
2019-04-01 00:00:00+00:00,3036.538568182252,0
2019-04-02 00:00:00+00:00,1368.001336698451,0
2019-04-03 00:00:00+00:00,1277.2940788241672,0
2019-04-04 00:00:00+00:00,1176.7632733018795,0
2019-04-07 00:00:00+00:00,1227.7893750823632,0
2019-04-08 00:00:00+00:00,1430.1478345620471,0
2019-04-09 00:00:00+00:00,1932.3903954266987,0
2019-04-10 00:00:00+00:00,3029.899949429464,0
2019-04-11 00:00:00+00:00,1390.3718907960638,0
2019-04-14 00:00:00+00:00,1282.4327469874052,0
2019-04-15 00:00:00+00:00,1182.6829338834655,0
2019-04-16 00:00:00+00:00,1236.8853222860635,0
2019-04-17 00:00:00+00:00,1429.0648535533921,0
2019-04-18 00:00:00+00:00,1932.5013234793698,0
2019-04-21 00:00:00+00:00,3024.303986606972,0
2019-04-22 00:00:00+00:00,1379.7953927677345,0
2019-04-23 00:00:00+00:00,1286.5223812152087,0
2019-04-24 00:00:00+00:00,1187.3773919905818,0
2019-04-25 00:00:00+00:00,1243.1478605026255,0
2019-04-28 00:00:00+00:00,1429.353486513141,0
2019-04-29 00:00:00+00:00,1932.640940695812,0
2019-04-30 00:00:00+00:00,3031.3343982183324,0
2019-05-01 00:00:00+00:00,1384.8328674611719,0
2019-05-02 00:00:00+00:00,1280.1453569984842,0
2019-05-05 00:00:00+00:00,1166.4558412509805,0
2019-05-06 00:00:00+00:00,1232.958603774348,0
2019-05-07 00:00:00+00:00,1432.5310903246311,0
2019-05-08 00:00:00+00:00,1936.0428728387985,0
2019-05-09 00:00:00+00:00,3035.0585828749736,0
2019-05-12 00:00:00+00:00,1388.0179821682925,0
2019-05-13 00:00:00+00:00,1282.4839416184052,0
2019-05-14 00:00:00+00:00,1186.1919700316982,0
2019-05-15 00:00:00+00:00,1235.3858763139274,0
2019-05-16 00:00:00+00:00,1431.5128907078142,0
2019-05-19 00:00:00+00:00,1926.6794158439886,0
2019-05-20 00:00:00+00:00,3029.442804544008,0
2019-05-21 00:00:00+00:00,1383.2579279793076,0
2019-05-22 00:00:00+00:00,1276.783178530368,0
2019-05-23 00:00:00+00:00,1169.8748290227202,0
2019-05-26 00:00:00+00:00,1238.7628702719055,0
2019-05-27 00:00:00+00:00,1420.206892102391,0
2019-05-28 00:00:00+00:00,1922.1787590448544,0
2019-05-29 00:00:00+00:00,3030.203666061745,0
2019-05-30 00:00:00+00:00,1382.583603102115,0
2019-06-02 00:00:00+00:00,1278.7518871435393,0
2019-06-03 00:00:00+00:00,1185.5856087302056,0
2019-06-04 00:00:00+00:00,1239.1449847176925,0
2019-06-05 00:00:00+00:00,1434.5606564259588,0
2019-06-06 00:00:00+00:00,1934.6386643749286,0
2019-06-09 00:00:00+00:00,3036.6885511342302,0
2019-06-10 00:00:00+00:00,0.0,1
2019-06-11 00:00:00+00:00,1279.9128971979824,0
2019-06-12 00:00:00+00:00,1169.290910172442,0
2019-06-13 00:00:00+00:00,1227.9837129565078,0
2019-06-16 00:00:00+00:00,1428.8507797464124,0
2019-06-17 00:00:00+00:00,1929.7422706877514,0
2019-06-18 00:00:00+00:00,3037.9240632757637,0
2019-06-19 00:00:00+00:00,1390.2845840941195,0
2019-06-20 00:00:00+00:00,1277.9683687712163,0
2019-06-23 00:00:00+00:00,1176.3486578880095,0
2019-06-24 00:00:00+00:00,1234.4261284803695,0
2019-06-25 00:00:00+00:00,1423.4669126318493,0
2019-06-26 00:00:00+00:00,1928.111785986613,0
2019-06-27 00:00:00+00:00,3023.971997048636,0
2019-06-30 00:00:00+00:00,1377.4677202584705,0
2019-07-01 00:00:00+00:00,1272.8127681879905,0
2019-07-02 00:00:00+00:00,1173.9221024932092,0
2019-07-03 00:00:00+00:00,1230.8274327634094,0
2019-07-04 00:00:00+00:00,1417.692963055141,0
2019-07-07 00:00:00+00:00,1934.4193875597375,0
2019-07-08 00:00:00+00:00,3036.0533295838973,0
2019-07-09 00:00:00+00:00,1386.0382966570655,0
2019-07-10 00:00:00+00:00,1282.2606798234056,0
2019-07-11 00:00:00+00:00,1174.9415111633634,0
2019-07-14 00:00:00+00:00,1225.6060438876484,0
2019-07-15 00:00:00+00:00,1433.3273039523847,0
2019-07-16 00:00:00+00:00,1934.4344938610125,0
2019-07-17 00:00:00+00:00,3027.5151541598357,0
2019-07-18 00:00:00+00:00,1389.839826179847,0
2019-07-21 00:00:00+00:00,1274.7782175572056,0
2019-07-22 00:00:00+00:00,1181.1262175639768,0
2019-07-23 00:00:00+00:00,0.0,1
2019-07-24 00:00:00+00:00,1436.2641406218434,0
2019-07-25 00:00:00+00:00,1926.0930318803344,0
2019-07-28 00:00:00+00:00,3028.439400982976,0
2019-07-29 00:00:00+00:00,1386.8984830743634,0
2019-07-30 00:00:00+00:00,1275.2005526035796,0
2019-07-31 00:00:00+00:00,1183.91457217279,0
2019-08-01 00:00:00+00:00,1233.1051590052982,0
2019-08-04 00:00:00+00:00,1432.0962733541135,0
2019-08-05 00:00:00+00:00,1932.0756859811609,0
2019-08-06 00:00:00+00:00,3026.256316131485,0
2019-08-07 00:00:00+00:00,1379.5369689217146,0
2019-08-08 00:00:00+00:00,1288.8247339795028,0
2019-08-11 00:00:00+00:00,1176.2834500565918,0
2019-08-12 00:00:00+00:00,1231.4614718641467,0
2019-08-13 00:00:00+00:00,1439.9763482307364,0
2019-08-14 00:00:00+00:00,1936.0286249592768,0
2019-08-15 00:00:00+00:00,3032.801813281568,0
2019-08-18 00:00:00+00:00,1386.0870054024738,0
2019-08-19 00:00:00+00:00,1283.7876572670755,0
2019-08-20 00:00:00+00:00,1181.6298575131752,0
2019-08-21 00:00:00+00:00,1228.2379796744665,0
2019-08-22 00:00:00+00:00,1434.1320906016585,0
2019-08-25 00:00:00+00:00,1936.1319491677639,0
2019-08-26 00:00:00+00:00,3022.631045387123,0
2019-08-27 00:00:00+00:00,1376.3218670107874,0
2019-08-28 00:00:00+00:00,1270.6962191618175,0
2019-08-29 00:00:00+00:00,1173.0950054975121,0
