date,value,anomaly
2016-06-01,897.5249386356278,0
2016-07-01,897.1492348705243,0
2016-08-01,897.3214322430493,0
2016-09-01,897.8764671673995,0
2016-10-01,898.9341275754913,0
2016-11-01,895.9302060167605,0
2016-12-01,899.2536204545665,0
2017-01-01,899.4258020240219,0
2017-02-01,899.5632112817215,0
2017-03-01,897.5876357287647,0
2017-04-01,899.4343044206803,0
2017-05-01,803.252757258893,1
2017-06-01,898.4059904881175,0
2017-07-01,548.4777505115263,1
2017-08-01,898.7750442218893,0
2017-09-01,899.3177691978034,0
2017-10-01,899.4709569174692,0
2017-11-01,1811.590626918365,0
2017-12-01,898.6887733113907,0
2018-01-01,899.1790477271428,0
2018-02-01,900.4590692353962,0
2018-03-01,898.6524342711563,0
2018-04-01,899.4241575958192,0
2018-05-01,899.4325418620708,0
2018-06-01,900.2995417005797,0
2018-07-01,898.2772874243876,0
2018-08-01,899.5417043975629,0
2018-09-01,898.6540275309192,0
2018-10-01,899.2986805287458,0
2018-11-01,1017.0059624574901,1
2018-12-01,898.7037254805963,0
2019-01-01,899.6235800303668,0
2019-02-01,897.5525928690834,0
2019-03-01,899.1907170575633,0
2019-04-01,898.9615444884039,0
2019-05-01,898.5339685995601,0
2019-06-01,899.6196814552809,0
2019-07-01,900.2308032475156,0
2019-08-01,898.8813779120958,0
2019-09-01,898.3830372690787,0
2019-10-01,897.7630096957033,0
2019-11-01,898.1141595753047,0
2019-12-01,898.4107384989989,0
2020-01-01,783.6221925368004,1
2020-02-01,898.1718441149791,0
2020-03-01,494.6505842921908,1
2020-04-01,899.7553308096439,0
2020-05-01,898.5015648582589,0
