date,value,anomaly
2019-10-28T00:00:00.000,1101.0,0
2019-10-29T00:00:00.000,1501.0,0
2019-10-30T00:00:00.000,2801.0,0
2019-10-31T00:00:00.000,2901.0,0
2019-11-01T00:00:00.000,2401.0,0
2019-11-04T00:00:00.000,1451.0,0
2019-11-05T00:00:00.000,1201.0,0
2019-11-06T00:00:00.000,1098.426291756606,0
2019-11-07T00:00:00.000,1502.8025118353846,0
2019-11-08T00:00:00.000,2802.1850527337238,0
2019-11-11T00:00:00.000,2902.143478098271,0
2019-11-12T00:00:00.000,2400.074669222073,0
2019-11-13T00:00:00.000,1447.3034083661364,0
2019-11-14T00:00:00.000,1197.9022872204484,0
2019-11-15T00:00:00.000,1104.9285086751809,0
2019-11-18T00:00:00.000,1498.589627329431,0
2019-11-19T00:00:00.000,2802.9709756329216,0
2019-11-20T00:00:00.000,2901.2072655026564,0
2019-11-21T00:00:00.000,2403.0150410684682,0
2019-11-22T00:00:00.000,1455.904912022536,0
2019-11-25T00:00:00.000,1206.1818675102447,0
2019-11-26T00:00:00.000,1098.9961578116925,0
2019-11-27T00:00:00.000,1499.0296100033802,0
2019-11-28T00:00:00.000,2794.4212687601007,0
2019-11-29T00:00:00.000,2900.281091114085,0
2019-12-02T00:00:00.000,2401.418321158948,0
2019-12-03T00:00:00.000,1452.1925444669946,0
2019-12-04T00:00:00.000,1210.3193086699132,0
2019-12-05T00:00:00.000,1096.1392647410196,0
2019-12-06T00:00:00.000,1503.5861615070098,0
2019-12-09T00:00:00.000,2806.688122220271,0
2019-12-10T00:00:00.000,2906.7472540011267,0
2019-12-11T00:00:00.000,2407.763881459553,0
2019-12-12T00:00:00.000,1456.7859017435644,0
2019-12-13T00:00:00.000,1203.594050547479,0
2019-12-16T00:00:00.000,1092.798722487113,0
2019-12-17T00:00:00.000,1492.485580128723,0
2019-12-18T00:00:00.000,2797.945493536364,0
2019-12-19T00:00:00.000,2908.265421540227,0
2019-12-20T00:00:00.000,2403.5777255646035,0
2019-12-23T00:00:00.000,1446.9722124199338,0
2019-12-24T00:00:00.000,1208.1178320921683,0
2019-12-25T00:00:00.000,1095.090435066637,0
2019-12-26T00:00:00.000,1496.8527534980933,0
2019-12-27T00:00:00.000,2801.149473305041,0
2019-12-30T00:00:00.000,2897.818617489847,0
2019-12-31T00:00:00.000,2392.136652953053,0
2020-01-01T00:00:00.000,1444.3523343791974,0
2020-01-02T00:00:00.000,1196.1480390685153,0
2020-01-03T00:00:00.000,1106.0601074465935,0
2020-01-06T00:00:00.000,1502.7398786568267,0
2020-01-07T00:00:00.000,2800.278956183139,0
2020-01-08T00:00:00.000,2906.1403290975304,0
2020-01-09T00:00:00.000,2400.1724418160143,0
2020-01-10T00:00:00.000,1449.9228937653652,0
2020-01-13T00:00:00.000,1202.162881872834,0
2020-01-14T00:00:00.000,1100.4279521381313,0
2020-01-15T00:00:00.000,1495.5640674733786,0
2020-01-16T00:00:00.000,2800.925175518521,0
2020-01-17T00:00:00.000,2905.5161704151988,0
2020-01-20T00:00:00.000,2407.727596241691,0
2020-01-21T00:00:00.000,1450.2289262914042,0
2020-01-22T00:00:00.000,1196.10658593047,0
2020-01-23T00:00:00.000,1100.6522435637112,0
2020-01-24T00:00:00.000,1502.1713574905152,0
2020-01-27T00:00:00.000,2803.9467924767987,0
2020-01-28T00:00:00.000,2897.299218774431,0
2020-01-29T00:00:00.000,2397.170126304003,0
2020-01-30T00:00:00.000,1453.3792126412588,0
2020-01-31T00:00:00.000,1210.705590553014,0
2020-02-03T00:00:00.000,1104.9178494577181,0
2020-02-04T00:00:00.000,1498.1621784133515,0
2020-02-05T00:00:00.000,2796.485908054995,0
2020-02-06T00:00:00.000,2889.71912428674,0
2020-02-07T00:00:00.000,2400.158697880139,0
2020-02-10T00:00:00.000,1447.5290573210384,0
2020-02-11T00:00:00.000,1193.4276532237939,0
2020-02-12T00:00:00.000,1103.4935487071143,0
2020-02-13T00:00:00.000,1497.0756522598465,0
2020-02-14T00:00:00.000,2795.9598077332257,0
2020-02-17T00:00:00.000,2907.0348091381225,0
2020-02-18T00:00:00.000,2399.4771876691793,0
2020-02-19T00:00:00.000,1453.0030471915875,0
2020-02-20T00:00:00.000,1210.0172841058964,0
2020-02-21T00:00:00.000,1098.928947079389,0
2020-02-24T00:00:00.000,1497.4582895655085,0
2020-02-25T00:00:00.000,2806.320648778672,0
2020-02-26T00:00:00.000,2900.6823543987707,0
2020-02-27T00:00:00.000,2405.9902745345403,0
2020-02-28T00:00:00.000,1455.1751390220345,0
2020-03-02T00:00:00.000,1196.7324327317972,0
2020-03-03T00:00:00.000,1101.4836730094735,0
2020-03-04T00:00:00.000,1500.724118398545,0
2020-03-05T00:00:00.000,2796.9688165071448,0
2020-03-06T00:00:00.000,2896.651223648832,0
2020-03-09T00:00:00.000,2404.501424710107,0
2020-03-10T00:00:00.000,1456.4008949423373,0
2020-03-11T00:00:00.000,1196.2915783955964,0
2020-03-12T00:00:00.000,1109.4951842337866,0
2020-03-13T00:00:00.000,1508.3265626738587,0
2020-03-16T00:00:00.000,2803.8951837368822,0
2020-03-17T00:00:00.000,2893.802030123393,0
2020-03-18T00:00:00.000,2405.9579952576137,0
2020-03-19T00:00:00.000,1451.118500176784,0
2020-03-20T00:00:00.000,1209.504545075901,0
2020-03-23T00:00:00.000,1095.4089465185557,0
2020-03-24T00:00:00.000,1495.9802997382026,0
2020-03-25T00:00:00.000,2798.352914157735,0
2020-03-26T00:00:00.000,2899.9514946099034,0
2020-03-27T00:00:00.000,2393.7015493584604,0
2020-03-29T00:00:00.000,1447.1957127672213,0
2020-03-30T00:00:00.000,1199.8122972381088,0
2020-03-31T00:00:00.000,1098.2379454573413,0
2020-04-01T00:00:00.000,1497.227835759465,0
2020-04-02T00:00:00.000,2793.130575297251,0
2020-04-05T00:00:00.000,2907.120600342826,0
2020-04-06T00:00:00.000,175.07938601285102,1
2020-04-07T00:00:00.000,1448.2643766443066,0
2020-04-08T00:00:00.000,1206.453686023829,0
2020-04-09T00:00:00.000,1105.964125117154,0
2020-04-12T00:00:00.000,1498.2478328714526,0
2020-04-13T00:00:00.000,2797.800234334971,0
2020-04-14T00:00:00.000,2908.449770876705,0
2020-04-15T00:00:00.000,2401.508236467624,0
2020-04-16T00:00:00.000,1451.3485342890674,0
2020-04-19T00:00:00.000,1197.396313549516,0
2020-04-20T00:00:00.000,1103.6720171577797,0
2020-04-21T00:00:00.000,3719.914459046597,1
2020-04-22T00:00:00.000,2804.387038141183,0
2020-04-23T00:00:00.000,2893.675425790673,0
2020-04-26T00:00:00.000,2396.4322208491017,0
2020-04-27T00:00:00.000,1452.1742313793827,0
2020-04-28T00:00:00.000,1205.957624528233,0
2020-04-29T00:00:00.000,1104.4501696090022,0
2020-04-30T00:00:00.000,1500.3324416453104,0
2020-05-03T00:00:00.000,2807.0335553164714,0
2020-05-04T00:00:00.000,2907.616621323321,0
2020-05-05T00:00:00.000,2399.674918512906,0
2020-05-06T00:00:00.000,1452.9657521105344,0
2020-05-07T00:00:00.000,1201.0655882169792,0
2020-05-10T00:00:00.000,1103.499559823533,0
2020-05-11T00:00:00.000,1504.595674938853,0
2020-05-12T00:00:00.000,2798.3066144915983,0
2020-05-13T00:00:00.000,2893.771129889635,0
2020-05-14T00:00:00.000,2394.75191362355,0
2020-05-17T00:00:00.000,1446.4446767267127,0
2020-05-18T00:00:00.000,1195.4602020404902,0
2020-05-19T00:00:00.000,3318.3971646524114,1
2020-05-20T00:00:00.000,1492.6682782984867,0
2020-05-21T00:00:00.000,2802.9681313209007,0
2020-05-24T00:00:00.000,2898.587213330132,0
2020-05-25T00:00:00.000,2401.09915057676,0
2020-05-26T00:00:00.000,1459.1301267133765,0
2020-05-27T00:00:00.000,1200.1375694238995,0
2020-05-28T00:00:00.000,1100.7531418754022,0
2020-05-31T00:00:00.000,1497.1273642186495,0
2020-06-01T00:00:00.000,2801.757779161776,0
2020-06-02T00:00:00.000,2903.1019144380243,0
2020-06-03T00:00:00.000,2402.276048115602,0
2020-06-04T00:00:00.000,1451.3410107277875,0
2020-06-07T00:00:00.000,1192.6097923490695,0
2020-06-08T00:00:00.000,1100.4778619874223,0
2020-06-09T00:00:00.000,1493.0439634049374,0
2020-06-10T00:00:00.000,2799.1057415486016,0
2020-06-11T00:00:00.000,2906.7267774435327,0
2020-06-14T00:00:00.000,2401.6802054809878,0
2020-06-15T00:00:00.000,0.0,1
2020-06-16T00:00:00.000,1199.719732583753,0
2020-06-17T00:00:00.000,1103.8731011219627,0
2020-06-18T00:00:00.000,1494.8830282606752,0
2020-06-21T00:00:00.000,2792.1496169419106,0
2020-06-22T00:00:00.000,2898.933696595042,0
2020-06-23T00:00:00.000,2402.8415549476044,0
2020-06-24T00:00:00.000,1459.5219781677677,0
2020-06-25T00:00:00.000,1204.9853382419024,0
